Governor ID,Governor Name,Power,DKP,Camp,KD,Power Diff,KP,T4,T5,Dead,Acclaim,Healed,Trades,Credit Score,Clan,Player ID,Kill Points
209619554,ᴹᴰDoC OcK,49406778,0,IV,3924,96300,0,0,0,0,0,0,,100.0,,,
209845456,Kyoto1773,22749614,8760,IV,3924,2080267,21900,2190,0,0,0,70176,,100.0,,,
209218288,GoodVin mini,23469845,0,IV,3924,722391,0,0,0,0,0,4187,,100.0,,,
210095833,24X҉Naofumi,27522192,0,IV,3924,441418,0,0,0,0,0,16939,,100.0,,,
210013615,ᴹᴰLadyVic,29268883,0,IV,3924,2910376,0,0,0,0,0,362516,,100.0,,,
209620976,SUPERMANx,30277007,0,IV,3924,2999372,0,0,0,0,0,1075,,100.0,,,
209907877,24X҉Ken,31982752,2387181,IV,3924,3575752,3501880,287384,31402,61575,0,2216447,7.69,100.0,,,
210432676,24 X҉  Qhà,20282333,0,IV,3924,100917,0,0,0,0,0,761,,100.0,,,
209848694,24 X҉ Leano,31042089,802673,IV,3924,406710,1869610,147477,19742,1023,0,379863,24.54,100.0,,,
209843396,ᶲLe Trong Tan,24027634,0,IV,3924,0,0,0,0,0,0,0,,,,,
210403265,SlowZ06guy,21898746,0,IV,3924,2033651,0,0,0,0,0,449,,100.0,,,
210443073,ᴿᵂDMAᴿᵂ,22534611,0,IV,3924,2254229,11522,0,0,0,0,1633,,100.0,,,
209250126,24 X҉   Sharky,24562297,0,IV,3924,325248,0,0,0,0,0,108603,,100.0,,,
210245347,Szoboslai8,21023323,0,IV,3924,60704,0,0,0,0,0,1776,,100.0,,,
207934863,Hockeye,26228776,0,IV,3924,0,0,0,0,0,0,0,,,,,
210372206,Sela8,21411998,803895,IV,3924,2165119,248579,0,0,53593,0,20306,,100.0,,,
209916577,24 X҉  Don,21951150,0,IV,3924,0,0,0,0,0,0,0,,,,,
210258071,znic,22171533,0,IV,3924,1993507,0,0,0,0,0,21023,,100.0,,,
209829717,24 X҉ Ikigai,27177586,0,IV,3924,0,0,0,0,0,0,0,,,,,
209828773,24 X҉炎Dawn,45178013,0,IV,3924,0,0,0,0,0,0,0,,,,,
209880540,24 X҉ GRUbiYan,20012773,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
209696150,zia tok,20571909,0,IV,3924,0,0,0,0,0,0,0,,,,,
210234353,AK Optimuss,26487948,2337449,IV,3924,2217305,3244742,205756,55528,63943,0,1833336,8.55,100.0,,,
209989088,24X҉ Alexander,23418684,0,IV,3924,0,0,0,0,0,0,0,,,,,
209172696,Lollo filler 1,33073370,0,IV,3924,1297124,0,0,0,0,0,3897,,100.0,,,
208174479,RW ALEXANAH,23569402,0,IV,3924,70494,0,0,0,0,0,0,,100.0,,,
210371866,24 X҉ KAAN,42663148,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
209974432,fire001,21124941,10188,IV,3924,1010311,25470,2547,0,0,0,89548,,100.0,,,
209613410,24 X҉ Smeller,30782035,13846,IV,3924,2619598,31170,1739,689,0,0,139212,,100.0,,,
210190324,Legend68,35686086,14232,IV,3924,2468523,144058,3558,0,0,0,47681,,100.0,,,
206973291,RØgueThrottle,30355743,581143,IV,3924,1999360,1108389,107297,422,9849,0,450504,12.04,100.0,,,
209532060,ᴿᵂSigma,27531795,206334,IV,3924,1559721,1226383,45121,2585,0,0,799331,7.67,100.0,,,
210439905,せりお9,32832135,131020,IV,3924,3046490,327550,32755,0,0,0,202182,8.1,100.0,,,
208684612,ᶲJW4101,26199554,122445,IV,3924,3646457,451044,0,0,8163,0,207545,10.45,100.0,,,
207688111,Rwjin2,20641873,214174,IV,3924,-966256,481730,26691,10741,0,0,593023,4.06,100.0,,,
212333596,ᴹɪɴɪK0uisF,20477980,99212,IV,3924,2753472,253683,24803,0,0,0,267510,,100.0,,,
206960318,24 X҉    Ghost,32721709,96402,IV,3924,4328701,229290,18243,2343,0,0,451508,,100.0,,,
207701181,123123sjej,29190910,92072,IV,3924,2409595,226340,21098,768,0,0,602364,,100.0,,,
209751429,油条,26895317,226916,IV,3924,488286,567542,56729,0,0,0,279169,10.16,100.0,,,
209103130,ᶲ DansKingdom,21037408,403684,IV,3924,424134,858940,25786,30054,0,0,1443965,2.97,100.0,,,
208008607,F4rhan Fill,21805127,0,IV,3924,0,0,0,0,0,0,0,,,,,
207579331,24 X҉ SNØŌWミ,21443329,50840,IV,3924,171122,127100,12710,0,0,0,5066,,100.0,,,
207651897,24 X҉ Aureliaツ,20110853,34072,IV,3924,220359,85180,8518,0,0,0,20857,,100.0,,,
208208571,ᴿᵂ Fredi888,26000763,30718,IV,3924,2182989,74942,2507,2069,0,0,288957,,100.0,,,
209171610,ᵍˢ BÙM,27017119,527064,IV,3924,1459220,1317904,131766,0,0,0,524128,12.57,100.0,,,
207256493,ᶫExquerred,31547913,535892,IV,3924,1547939,1260350,94283,15876,0,0,244299,25.8,100.0,,,
210381690,24 X҉  CITOYEN,30447974,540952,IV,3924,-427501,1352380,135238,0,0,0,0,,100.0,,,
209299428,douby 7,24059224,2952468,IV,3924,3880037,8633558,559582,5393,44014,0,1713555,24.56,100.0,,,
210676623,24 X҉ LãoTam,36191612,541864,IV,3924,258894,1385420,135466,0,0,0,40882,,100.0,,,
207663213,ᴿᵂ TRUMPED,41927112,560414,IV,3924,5885051,1146980,13076,50811,0,0,1303319,4.4,100.0,,,
210152430,Sugeng 1,25727562,53876,IV,3924,2530671,229630,13469,0,0,0,421434,,100.0,,,
209902500,бронсон,22533202,0,IV,3924,0,0,0,0,0,0,0,,,,,
209829051,24 X҉ Hexxy,25208050,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
209830443,BellumDux,23346084,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
210433741,24 X҉ Palomon,23678544,0,IV,3924,0,0,0,0,0,0,0,,,,,
207501113,24 X҉  Hyra ツ,26197188,0,IV,3924,0,0,0,0,0,0,0,,,,,
209987606,24 X҉GiangBlue,28194634,949916,IV,3924,794271,2709511,229054,1261,1406,0,318473,42.35,100.0,,,
210330736,Charli300,22806239,0,IV,3924,2014215,0,0,0,0,0,750,,100.0,,,
211892788,ᶲJW4101 Farma,21840907,0,IV,3924,2764620,0,0,0,0,0,87966,,100.0,,,
210406006,Lw小哲,26457555,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
211209147,24 X҉   AxeTR,28085576,0,IV,3924,0,0,0,0,0,0,0,,,,,
209112837,ᶲAKa Rùa,20725041,0,IV,3924,750557,0,0,0,0,0,3236,,100.0,,,
210396149,MozzA,22609674,0,IV,3924,0,0,0,0,0,0,0,,,,,
210750053,KristianCor,26639968,0,IV,3924,871398,0,0,0,0,0,2558,,100.0,,,
209864074,24 X҉ Erass,28165649,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
209906026,24 X҉   Tuấn,24454032,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
209837719,24 X҉   メScarメ,26620542,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
209870454,pantyha,30715877,1009121,IV,3924,1757719,324800,12554,9963,57285,0,340035,4.09,100.0,,,
207889100,ᴿᵂOne Eye,24626039,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
208936123,ᶻᵒAdamLeft,20187405,1464335,IV,3924,-1097675,1548950,154895,0,56317,0,0,137.52,100.0,,,
209881387,۷ɛƈŋą,25305367,0,IV,3924,0,0,0,0,0,0,0,,,,,
209843352,24 X tafger,25833690,0,IV,3924,0,0,0,0,0,0,0,,,,,
206971212,24 X҉  ʙuᴅa,34743763,0,IV,3924,513237,0,0,0,0,0,2334,,100.0,,,
209265582,Lee Lovely F,27265216,0,IV,3924,103852,0,0,0,0,0,23463,,100.0,,,
205283625,24 X҉  OBITO,20084910,0,IV,3924,0,0,0,0,0,0,0,,,,,
206967436,KATSOUTA,29072635,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
209601440,ᵍˢSeth,28951352,0,IV,3924,0,0,0,0,0,0,0,,,,,
208313590,Jack メ Mengocok,29043416,0,IV,3924,3400,0,0,0,0,0,0,,100.0,,,
207423496,F4RHAN,29335448,0,IV,3924,0,0,0,0,0,0,0,,,,,
210376802,かかってこい,20231619,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
209837521,24 X VADO,26029404,161604,IV,3924,-1421623,404010,40401,0,0,0,0,,100.0,,,
210295752,24 X҉Camelotik,23951412,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
210428942,SuButay,25222333,2182089,IV,3924,4705384,3932624,332756,30199,36605,0,1221099,15.63,100.0,,,
209837225,iXx,26431484,0,IV,3924,327769,0,0,0,0,0,0,,100.0,,,
210253596,ᴳᴺAURELIUS,28959207,0,IV,3924,182405,0,0,0,0,0,0,,100.0,,,
210402077,24 X҉   NKN,22611198,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
210394369,Hắc ma,34635837,834814,IV,3924,8909468,1778850,54611,61637,0,0,2067354,4.3,100.0,,,
209502377,ᵍˢkraM,24638780,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
207296852,ᶫʳ Dron FPV,28059434,1908913,IV,3924,3477447,3497440,191572,79086,23451,0,3250252,5.34,100.0,,,
209926937,우라차차,23528433,0,IV,3924,2856545,0,0,0,0,0,39899,,100.0,,,
208850800,24 X҉ 도주이득,26177030,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
209245175,Pikachu br,25748530,0,IV,3924,0,0,0,0,0,0,0,,,,,
209641477,ᵒᵈSHuGUN,51078740,1856713,IV,3924,6522425,2077637,116772,45487,62317,0,1019550,9.6,100.0,,,
210399669,bySel,22869442,0,IV,3924,0,0,0,0,0,0,0,,,,,
210432841,Nunm,20733089,0,IV,3924,0,0,0,0,0,0,0,,,,,
209267900,karipapkentang,24427152,0,IV,3924,0,0,0,0,0,0,0,,,,,
209837031,24 X҉  ЫЫЫ,27842755,0,IV,3924,0,0,0,0,0,0,0,,100.0,,,
210266508,MauritiusVictus,29556342,0,IV,3924,4480924,0,0,0,0,0,82466,,100.0,ADRL,210266508,1330776.0
208649830,ᶲMrFoolsDay,25855788,0,IV,3924,0,0,0,0,0,0,0,,100.0,ADRL,208649830,3442366.0
208183840,Third Option,23624545,0,IV,3924,1740876,0,0,0,0,0,0,,100.0,ADRL,208183840,17889167.0
210834666,harryg91,20371735,99940,IV,3924,2292402,199880,0,9994,0,0,353748,,100.0,ADRL,210834666,1189698.0
210664315,lãotứk,20253958,188,IV,3924,638770,470,47,0,0,0,53900,,100.0,ADRL,210664315,3835796.0
207434370,ᴾᴵTorenzik,38994474,0,IV,3924,134392,0,0,0,0,0,0,,100.0,ADRL,207434370,81306771.0
210406925,kishmish1,22508251,3824,IV,3924,1603041,9560,956,0,0,0,43394,,100.0,ADRL,210406925,147902.0
207057491,ˣⁿDrina,21402302,652224,IV,3924,1496506,1911577,163056,0,0,0,567820,16.83,100.0,ADRL,207057491,11176104.0
210806310,Jaehaerys 1er,21676501,0,IV,3924,1454448,0,0,0,0,0,11984,,100.0,ADRL,210806310,957732.0
210006467,sSnoopy,20704574,60728,IV,3924,1864018,151820,15182,0,0,0,339163,,100.0,ADRL,210006467,1177299.0
209312381,Yola61,20704844,7028,IV,3924,1250776,17570,1757,0,0,0,83816,,100.0,ADRL,209312381,1202966.0
210372545,ᴾᴱStonəy,20674879,0,IV,3924,81000,0,0,0,0,0,740,,100.0,ADRL,210372545,3019149.0
212579837,Đệtamfamr,28266437,0,IV,3924,2040820,0,0,0,0,0,846,,100.0,ADRL,212579837,1816753.0
210888570,Fozzie 3,20931240,0,IV,3924,1477684,0,0,0,0,0,0,,100.0,ADRL,210888570,599078.0
210584534,Ryyysiek 2,22360048,0,IV,3924,1548503,0,0,0,0,0,688,,100.0,ADRL,210584534,1507552.0
209807832,Evertonian,27057454,2395416,IV,3924,3980984,2377137,75124,15542,129300,0,1780638,6.22,100.0,AL,209807832,7507178.0
208211218,ᴿᵂ Rooster,21199296,1394926,IV,3924,698663,806050,16789,31908,67246,0,891623,4.2,100.0,AL,208211218,53567069.0
210944394,24 X҉  Full,20516655,786277,IV,3924,2858608,843030,19643,32330,25627,0,934554,4.39,100.0,AL,210944394,4738461.0
209119164,ᶲEmmy Noether,42513195,2033418,IV,3924,8493934,1947700,124377,35187,78936,0,513953,16.43,100.0,AL,209119164,8748968.0
208164511,ᴿᵂIndigo,26749251,2202070,IV,3924,2398806,3697360,331720,19008,45674,0,571474,29.96,100.0,AL,208164511,26917156.0
209756441,ᴰᴷllama2502,23958494,582362,IV,3924,3240018,1322030,78653,26775,0,0,464036,14.24,100.0,AL,209756441,22894807.0
207562640,ᴿᵂEazyBuu,28913832,2331322,IV,3924,3067559,3556117,269778,42787,54956,0,1516511,11.31,100.0,AL,207562640,28438076.0
208188806,rw kk,24240045,2348517,IV,3924,1974267,2603917,204498,25353,85133,0,2191732,5.72,100.0,AL,208188806,15345219.0
210373344,Oulboy,21359090,1441288,IV,3924,2014694,1497430,71377,39183,50930,0,957540,7.42,100.0,AL,210373344,17007031.0
210387001,Cá161691,23619012,2173999,IV,3924,1539721,233250,16691,3317,138271,0,860938,,100.0,AL,210387001,9264448.0
209756294,ᴰᴷREDER2502,24159136,521372,IV,3924,2409756,1209330,83293,18820,0,0,374001,16.17,100.0,AL,209756294,21253903.0
208200545,ᴿᵂMama Wolf,38746356,300167,IV,3924,3269828,629700,22978,19996,553,0,1345654,2.34,100.0,AL,208200545,47476552.0
210402314,Мех,22192392,2682912,IV,3924,1944873,211530,21153,0,173220,0,482157,,100.0,AL,210402314,2950760.0
210401319,bulldog,30264729,408532,IV,3924,3253308,879430,31183,28380,0,0,1157392,3.8,100.0,AL,210401319,7662115.0
210377522,I54c,20441979,858962,IV,3924,444896,1810460,46268,67389,0,0,2391953,3.78,100.0,AL,210377522,6871470.0
209899711,Ninnitt,20912649,403765,IV,3924,998721,287580,7070,10844,17803,0,711090,,100.0,AL,209899711,3244826.0
210066323,cà chua ok,27119517,583626,IV,3924,2866146,3561660,108299,10969,2716,0,385727,45.85,100.0,AL,210066323,22949843.0
209885315,ᴿᵂKapo,20798718,1597310,IV,3924,1673008,1382100,69220,34495,65032,0,2549545,2.64,100.0,AL,209885315,4027136.0
208211560,ᴿᵂ Musti,25005363,678797,IV,3924,4922937,110150,10653,59,42373,0,144231,,100.0,AL,208211560,12486732.0
208202264,KrazyBus,37324377,1065697,IV,3924,2444429,2232050,127173,48016,5123,0,797110,13.91,100.0,AL,208202264,109372138.0
208226755,ᴿᵂGRAYWOLF,22261252,392482,IV,3924,1194244,284178,16353,5797,17940,0,81632,,100.0,AL,208226755,19161879.0
209803899,Marshglow,33290459,1711301,IV,3924,2970110,3912198,357599,16764,7551,0,2002497,9.73,100.0,AL,209803899,56359678.0
209803084,xAgresif,31619700,388918,IV,3924,777593,942540,82352,5951,0,0,274716,17.15,100.0,AL,209803084,65620208.0
210562229,Panda Legion,22222311,680542,IV,3924,1610824,2764985,93888,13777,11148,0,147597,87.09,100.0,AL,210562229,46265000.0
208210296,ᴿᵂTalha67,26275012,314880,IV,3924,2353077,787200,78720,0,0,0,190554,20.66,100.0,AL,208210296,19984564.0
208198410,ᴿᵂintruglio,27946039,1725339,IV,3924,3663240,1926946,127641,32511,59311,0,898721,10.06,100.0,AL,208198410,16361577.0
208961613,ᴿᵂSabrewolf,27044541,1179476,IV,3924,5252934,1012694,79079,11016,50200,0,1967622,2.51,100.0,AL,208961613,3146116.0
207275480,cocojambo,25294471,30408,IV,3924,569303,76020,7602,0,0,0,73841,,100.0,AL,207275480,31183501.0
206992661,GunnaGhøst,25225453,25850,IV,3924,1683519,61640,4970,597,0,0,57972,,100.0,AL,206992661,26700053.0
209986084,maiconphieu,23611982,142332,IV,3924,1690370,347122,31228,1742,0,0,1449700,,100.0,AL,209986084,1338691.0
209836261,ᶲ Lady D,24303438,0,IV,3924,3185413,0,0,0,0,0,69079,,100.0,AL,209836261,4016460.0
207692611,RW It is I,33880354,0,IV,3924,4909184,0,0,0,0,0,15929,,100.0,AL,207692611,1230133.0
210434561,24 X҉ThuyAn2,22819901,0,IV,3924,284132,0,0,0,0,0,35651,,100.0,AL,210434561,37983184.0
209842652,Burak3523,20838688,0,IV,3924,1564803,0,0,0,0,0,1822,,100.0,AL,209842652,1217209.0
209833637,MANCH,28392234,0,IV,3924,1095570,0,0,0,0,0,2361,,100.0,AL,209833637,16710132.0
209311732,ᴿᵂ RØW,26764396,101944,IV,3924,1706559,254860,25486,0,0,0,331212,,100.0,AL,209311732,10674183.0
207688109,RWxLoneStar,21806060,0,IV,3924,2529751,0,0,0,0,0,107319,,100.0,AL,207688109,6460655.0
207938366,клевый,27034911,36978,IV,3924,3044407,80090,3067,2471,0,0,260646,,100.0,AL,207938366,1701565.0
211311750,Sergо,22190843,77412,IV,3924,647048,193532,19353,0,0,0,527273,,100.0,AL,211311750,6977451.0
207689266,ᴿᵂManuel,22229861,103904,IV,3924,1128461,259760,25976,0,0,0,54635,,100.0,AL,207689266,27231708.0
210218341,DEMId 01,28588002,58618,IV,3924,2189219,146260,14512,57,0,0,307238,,100.0,AL,210218341,3390385.0
209835098,ᴿᵂ DuongBeo,22466236,57364,IV,3924,3650436,143469,14341,0,0,0,458677,,100.0,AL,209835098,3527503.0
210330344,buonngu,21942720,133248,IV,3924,1816425,365712,33312,0,0,0,4248148,,100.0,AL,210330344,21266392.0
209743364,Secteryum,24851190,1105476,IV,3924,4621874,2745890,267469,3560,0,0,1004359,13.67,100.0,LW,209743364,4398492.0
207748792,ᴷᴰ NirF,29153983,0,IV,3924,1290649,0,0,0,0,0,42918,,100.0,LW,207748792,4040793.0
209762988,ᴰᵀŞahmar,20146389,0,IV,3924,671368,0,0,0,0,0,1757,,100.0,LW,209762988,2902396.0
210166542,Abcdefin,27482522,1008889,IV,3924,5365790,314300,4206,13612,57063,0,574881,2.49,100.0,LW,210166542,15487440.0
212007469,Ulvsbane2,27951139,915837,IV,3924,7422205,1024918,31123,35597,29025,0,587436,8.31,100.0,LW,212007469,4384652.0
210740345,Basiliscus,24580365,1091959,IV,3924,4334551,1867090,182401,2154,22721,0,925412,9.85,100.0,LW,210740345,3254245.0
209449139,ᶜᵍDextrixs,20423707,956243,IV,3924,1634036,2015260,106722,47402,3689,0,1939715,5.18,100.0,LW,209449139,12048498.0
210393177,tao nè vn,26514008,0,IV,3924,2449506,0,0,0,0,0,100043,,100.0,LW,210393177,7698410.0
210313435,Aldo247,23886342,0,IV,3924,3477780,0,0,0,0,0,132786,,100.0,LW,210313435,10676177.0
210249125,Gopq,29397325,0,IV,3924,1743288,0,0,0,0,0,58578,,100.0,LW,210249125,5075019.0
210195820,Pouce normaux,21003671,1005710,IV,3924,3460523,1521339,98830,12784,32170,0,2210679,3.39,100.0,LW,210195820,7321845.0
209686553,ATLAS007,25183571,559963,IV,3924,3908848,595870,12607,23490,18309,0,948114,3.08,100.0,LW,209686553,2683133.0
209872477,Aryta,22996481,810006,IV,3924,2506367,689074,66229,1331,35452,0,535366,6.04,100.0,LW,209872477,8799153.0
210401075,VoidAlbion,22366438,173342,IV,3924,2035910,1577832,31898,4575,0,0,679587,11.61,100.0,LW,210401075,8833111.0
210394486,sencerbatur,25021386,189546,IV,3924,3089016,472576,43309,1631,0,0,1234357,,100.0,LW,210394486,4071449.0
210398747,ÐarkKnight,20046673,193992,IV,3924,2410894,432710,22363,10454,0,0,602586,3.59,100.0,LW,210398747,1069415.0
210370357,thegoathimself,21251945,207864,IV,3924,3088093,519660,51966,0,0,0,236720,10.98,100.0,LW,210370357,5942453.0
210531865,Cyntra City,27120942,92428,IV,3924,3716913,211580,13362,3898,0,0,479590,,100.0,LW,210531865,4779261.0
207189272,ᴿSAURON,20939986,238003,IV,3924,2395224,755258,45437,290,3557,0,344780,10.84,100.0,LW,207189272,22710531.0
209617120,NTTha farm,20402448,303788,IV,3924,1653397,759470,75947,0,0,0,977669,3.88,100.0,LW,209617120,19991996.0
210267199,De Noordzijde,20038473,64436,IV,3924,985610,133900,2514,5438,0,0,756378,,100.0,LW,210267199,267678.0
210533310,Vates,24833642,1140077,IV,3924,2904710,1968089,194128,1114,23495,0,1211650,7.97,100.0,LW,210533310,4139101.0
210426611,Pé Chanh 2k6,22404724,460218,IV,3924,1583695,608780,13762,23558,11306,0,1358835,2.22,100.0,LW,210426611,3118565.0
211250823,ᴬᵈBethoven,23182561,30028,IV,3924,2206955,70930,5437,828,0,0,482196,,100.0,LW,211250823,487028.0
210189446,Angry R bear,22175323,548096,IV,3924,2713943,1274440,89124,19160,0,0,2004092,3.18,100.0,LW,210189446,1807384.0
208560935,ᶲ Aheles,28485545,20156,IV,3924,2399726,49280,4484,222,0,0,770458,,100.0,LW,208560935,6867852.0
211297033,ᴿᵂ DuongBeu,21920368,6880,IV,3924,3135629,14650,445,510,0,0,238576,,100.0,LW,211297033,933007.0
210039896,Menezobrrr,20360700,3910,IV,3924,2531529,8940,560,167,0,0,49596,,100.0,LW,210039896,59205.0
209757200,Quynhhxxihgaiii,27495566,3600,IV,3924,4972749,9000,900,0,0,0,231534,,100.0,LW,209757200,2130468.0
210622572,Radamanthys,23189174,705608,IV,3924,2411757,1764020,176402,0,0,0,684992,12.88,100.0,LW,210622572,4623047.0
210679087,Mitsumia,20663691,0,IV,3924,2138467,0,0,0,0,0,25366,,100.0,LW,210679087,201920.0
208720515,ᴿᵂviva5555,22314888,33398,IV,3924,1322683,68280,742,3043,0,0,495001,,100.0,LW,208720515,4128050.0
204517431,ThienDi,25072072,2697821,IV,3924,281284,3384740,338474,0,89595,0,3903407,4.24,100.0,LW,204517431,61657529.0
210532839,Beelphegor,25826710,1325177,IV,3924,3051318,2273124,222398,825,28489,0,1377059,8.09,100.0,LW,210532839,4583646.0
210539282,Scriptor,25619189,1259105,IV,3924,3582397,2894489,288915,266,6719,0,1265203,11.38,100.0,LW,210539282,4041871.0
210209380,King Bismarck,24778248,2951116,IV,3924,2534416,4085700,278974,57120,84268,0,1978166,9.91,100.0,LW,210209380,19643334.0
210376950,NightStarr,24846771,2346742,IV,3924,2284618,1722735,115448,18950,113030,0,351954,18.52,100.0,LW,210376950,11578854.0
209858936,RW Zill,22869113,1403654,IV,3924,1714048,619796,42786,9476,75850,0,912712,3.13,100.0,LW,209858936,6984021.0
209794039,ฝันดี,20163116,1466296,IV,3924,2917275,3265030,176209,75147,666,0,2436284,6.7,100.0,LW,209794039,13713503.0
207320759,QUADBREED,28281515,1506129,IV,3924,2461777,42660,4266,0,99271,0,1166933,,100.0,LW,207320759,4921026.0
210225102,humilde manco,20685446,1568437,IV,3924,1044957,2461470,168143,39002,33723,0,1677664,7.19,100.0,LW,210225102,4421981.0
210434155,Secte,28874538,1651783,IV,3924,4216633,2920183,280387,1452,34381,0,843563,16.63,100.0,LW,210434155,9321191.0
209871082,Beb0,22964624,1759581,IV,3924,1063375,2577216,149099,53893,41617,0,2007681,6.29,100.0,LW,209871082,6331590.0
211856683,HOTBEAST II,22137165,1883732,IV,3924,1067361,4709805,470933,0,0,0,1353231,17.4,100.0,LW,211856683,12512648.0
209806538,ANNY20,22217679,2915486,IV,3924,886035,1595405,128064,15608,149810,0,1700929,4.31,100.0,LW,209806538,2328674.0
210376765,BEYAZID 55,21071401,2349950,IV,3924,1306667,3635172,326160,5693,65892,0,3013524,5.9,100.0,LW,210376765,7617236.0
210210393,Zhâk,26762592,2544710,IV,3924,1393050,4942220,339745,71125,31632,0,2127480,11.45,100.0,LW,210210393,17089650.0
210445136,24 x Đệtam,34295726,2817016,IV,3924,3598331,6503840,525864,62260,6064,0,1333331,24.28,100.0,LW,210445136,51329842.0
209709756,aj rimmer,20140039,2583963,IV,3924,679820,1216934,106087,3887,141383,0,453096,10.24,100.0,LW,209709756,3144022.0
211557716,ᴰᴾCyanide,22876350,0,IV,3924,2461898,0,0,0,0,0,0,,100.0,LW,211557716,40423549.0
206974141,ᴳᴴKaiO,28175245,0,IV,3924,1280972,0,0,0,0,0,171254,,100.0,SL,206974141,66154218.0
209320692,ᴱᶻLelya Fm,30621098,412844,IV,3924,3681337,895660,34986,27290,0,0,1537055,2.91,100.0,SL,209320692,22066219.0
210101700,Jinozz,30700072,531358,IV,3924,2280115,1177740,57512,30131,0,0,465337,12.65,100.0,SL,210101700,34913955.0
209294221,24X҉AlphaWolf,56235814,2983077,IV,3924,6696206,6351808,291403,171368,6919,0,1111818,28.39,100.0,SL,209294221,43977505.0
209692424,ᴮᴺ Lee Myon,34899741,551848,IV,3924,2113687,1172531,34417,41418,0,0,961809,6.1,100.0,SL,209692424,31830920.0
209978130,Malkoc0glu,42866050,2750440,IV,3924,6415006,5430310,310315,116358,23040,0,1601874,16.71,100.0,SL,209978130,83911693.0
209853749,24TùgGấu,32882795,2720250,IV,3924,4135026,5735740,433130,70222,19034,0,3041437,9.37,100.0,SL,209853749,114631722.0
209506286,ˣˣ AMSTER,44626810,2595672,IV,3924,2759414,4642920,386358,38967,44038,0,1584212,14.26,100.0,SL,209506286,171728225.0
209798395,Ubba of Antwerp,37459458,2578392,IV,3924,2955107,5795340,324468,127533,346,0,1455403,19.91,100.0,SL,209798395,61801978.0
207037071,ᴳᵛChocolate,31157659,689034,IV,3924,158397,1172110,48281,34465,10084,0,2983443,1.96,100.0,SL,207037071,59471901.0
208195504,ᴿᵂ Zytue,30909534,2491727,IV,3924,3844005,3114371,133178,74775,80751,0,2159648,6.95,100.0,SL,208195504,23169285.0
208973298,24 X҉ AndiUmar,30934422,2465898,IV,3924,3104155,3894190,222767,83326,49438,0,1170220,15.96,100.0,SL,208973298,43047159.0
209875786,24 X҉  Malrin,33805543,2277148,IV,3924,2526801,2760696,156582,59554,70352,0,611282,20.25,100.0,SL,209875786,79131187.0
207989016,SpeedEge2,30132958,2007730,IV,3924,7224795,3727732,285590,27128,39606,0,9869736,1.88,100.0,SL,207989016,54953727.0
209880966,24 X Blaze,39758295,1838533,IV,3924,4040095,2012850,88367,56459,61365,0,1635306,5.93,100.0,SL,209880966,72703454.0
210490061,24 X҉ DuMuc,34264489,1796408,IV,3924,4946018,3988100,197372,100692,0,0,2725139,7.32,100.0,SL,210490061,23533046.0
209875567,ᴬᵈDMAч1т,51875583,958120,IV,3924,6308596,2264210,173985,26218,0,0,884144,12.8,100.0,SL,209875567,55306746.0
207012251,MeowMeowMeowww,33763713,1611230,IV,3924,3014440,2139600,213770,0,50410,0,758148,13.23,100.0,SL,207012251,16829942.0
209905807,24X҉   Valetta,32552536,2230,IV,3924,3668084,5550,545,5,0,0,560182,,100.0,SL,209905807,5459624.0
209838770,24 X҉  ReDemon,37466401,40336,IV,3924,2013266,87600,3464,2648,0,0,148044,,100.0,SL,209838770,21118095.0
206949917,marious1990,38758501,97868,IV,3924,2749155,244670,24467,0,0,0,789788,,100.0,SL,206949917,23201363.0
