uid,name,pow,dkp,kvk3 kp,total kp,clan name
210410848,rafaf79,13962418,387750,383301,,
210405226,Alesinai12,13959370,0,0,4030030.0,LW
210858605,PINEAPPLES,13902521,0,0,1670962.0,ADRL
213866693,Smert Boy,13828723,0,0,1132538.0,AL
210606489,埼玉県,13826563,0,0,,
210440564,ˢᴸ BaLlRk,13793183,0,0,,
210735353,乂AÑÜBÏS2,13791477,0,0,14676665.0,SLF
210410336,MAGNUS ALEX,13766858,0,0,2079066.0,SLF
210374341,Vasby71,13732546,0,0,1140389.0,ADRL
210417736,Şehri Müdafa,13678794,0,0,2917128.0,ML
208748954,I am Mochi,13630662,0,0,,
211338796,Правитель211338796,13536898,0,0,,
209446563,33 I 天帝,13455466,0,0,12630774.0,LW
210303331,ᴿᵂSANJI,13433960,0,0,2295882.0,RW
211935144,KhalDrogoo,13428021,0,0,,
210302577,MayDay86,13387299,0,0,,
209351255,López1,13335024,0,0,1089729.0,ML
212128661,handfarm,13292123,0,0,5331093.0,LW
210046929,ArChiLeS Farm,13227758,0,0,,
207924663,ᴰˣZoro II,13223361,0,0,9294213.0,SLF
210387027,Zexion12,13220208,0,0,982688.0,LW
209873558,ᴿᵂRomen228,13198723,0,0,6999909.0,AL
210398054,aerolaito,13187982,0,0,1315073.0,ML
215516489,Prinz Bismarck,13082900,0,0,1911548.0,LW
210479418,Sulaymãn,12953048,0,0,2811236.0,LW
210424404,jiminycricket56,12947012,0,0,,
209798688,ᴰᴷhashim 96,12941085,0,0,7661467.0,ADRL
210371202,24 X҉ zEskiss,12927867,149788,374470,6971628.0,AL
210122839,03 FARMF1,12902957,0,0,6069558.0,RW
209328134,Re di Hokuto,12695504,0,0,,
210865825,Ysoul,12670219,0,0,1338108.0,ADRL
209281449,Chow1,12596463,0,0,2158466.0,LD
209963641,monkey d tom,12591737,0,0,418456.0,SLF
209559649,SÓICÔĐỘCX2,12561606,0,0,3366798.0,SLF
209775165,MC Micky 1,12559607,0,0,1281302.0,ADRL
210377502,eastinvades,12544110,0,0,438870.0,ADRL
209858516,Condess Drina,12532737,0,0,2442918.0,ADRL
211776677,Hắc ma 1,12531308,0,0,0.0,LD
210416523,saraiba,12501282,0,0,,
209656505,DextrixsF2,12454823,0,0,,
211957527,zordin,12454026,0,0,,
209866890,24 X҉  Dirk,12416166,0,0,,
210009827,Canfordshire,12366502,0,0,406467.0,ADRL
210383974,ᴋᴺ lives,12351928,0,0,12401323.0,LD
209960025,ĐạiViệt111,12341403,0,0,,
210401179,The HitMan,12294081,0,0,,
209828972,ᴬᴸPhoenix,12269458,0,0,,
209354367,Overk,12229834,0,0,1632463.0,LD
214831589,Aegon V Farm,12218556,0,0,,
214515039,Ritsard farm,12102665,0,0,1225340.0,SLF
210286414,LightDrina,11985658,0,0,1922464.0,ADRL
210399406,beastinc9ming,11984103,0,0,7671976.0,ADRL
211113867,iGreg,11964690,0,0,,
210011584,martzyy,11952067,0,0,,
210854421,mneuwys,11915121,0,0,1156584.0,ADRL
214372945,Mrissafarm,11895048,0,0,2323164.0,LD
210377361,Valetta19f1,11814898,0,0,,
210015481,LuvYouBae,11804777,0,0,1917560.0,SLF
210382221,Hvala03,11763723,0,0,,
204257291,NA X҉  Nấm,11750760,0,0,,
209466493,ᴹᴰN60,11733288,0,0,,
211507619,ᴿᵂAlexFarm,11721035,0,0,8613320.0,SLF
209523994,SÓICÔĐỘCX3,11629955,0,0,1728703.0,SLF
212939883,clamk,11604301,0,0,,
202430859,ром086,11551257,0,0,,
210653746,MCDragoon005,11526829,0,0,8369255.0,AL
210210556,Бамбула1,11511217,0,0,,
208627291,RW WORKIT,11508686,0,0,1518671.0,RW
210415232,ESCURO,11500385,0,0,852407.0,ADRL
209593040,ⱽᶠKlee No6,11471864,0,0,3448077.0,SLF
210055772,JohnKraiton,11435363,0,0,,
211321651,muminadomi,11312783,0,0,,
207672810,MonterRB1,11301010,0,0,7134813.0,SLF
210389430,AHMFd,11258535,0,0,,
209937014,LORD SAURON,11222868,0,0,4225330.0,SLF
211181292,ᶠʳᵐFrenzy3,11208190,0,0,17743179.0,ML
211335364,Neymar f1,11166508,0,142044,5810297.0,SLF
211178456,ᶠʳᵐFrenzy4,11165966,0,0,12865161.0,ML
210887644,54Buçuk,11153323,0,0,1466114.0,ADRL
211456927,GIOX26,11151399,0,0,,
209915585,DonFrss,11144776,0,0,3445600.0,LD
209855604,AᴬᵈRudy San,11117776,0,0,1169630.0,ML
210426322,Thức zin,11116371,0,0,3132777.0,VL
213712023,fire 002,11103675,0,0,,
209318764,ViridianOwl,11032454,0,0,,
210391613,ᴸᵂ ThươnG,10994330,0,0,,
210410773,ABØ Ř3FÂÎŸ,10977449,0,0,2544809.0,VL
210356651,ⱽᶠKlee No1,10941403,0,0,5100495.0,SLF
209331941,AngelosT,10903085,0,0,382698.0,RW
210894907,Lalo2025,10898303,0,0,825424.0,ADRL
207838083,LordCobra,10744677,0,0,3867493.0,ADRL
221928757,オレンジ,10701732,0,0,581008.0,LW
210388143,AUZZIE,10698961,0,0,1193457.0,ML
209676869,Isi123,10695546,0,0,912212.0,RW
210180161,Gubernur210180161,10656646,0,0,1299408.0,ML
210380360,abcxyz321,10591346,0,0,,
208681002,BratiIIIka,10526999,0,0,,
209844646,AMSTER Fаrm,10523641,0,0,,
212944588,ankin,10365841,0,0,,
209895358,ᴿᵂHoney,10361715,0,0,1216627.0,AL
212708607,ᴿᵂ M A X 11,10303680,0,0,1821441.0,LW
212350618,Olivia Fam,10263414,0,0,3876948.0,AL
216931664,Yola62,10245699,0,0,,
214065621,Ниниттт,10227964,0,0,,
210884070,Theangel,10206726,0,0,2715258.0,ADRL
210475727,Huuberts,10199824,0,0,,
211253625,nhantrungquốc,10184342,0,0,,
210169350,PanteraGJ6,10174933,0,0,3868812.0,LW
215580789,DrinaFarm,10111015,0,0,1110371.0,ADRL
210392421,NikmanjZOV,10091165,0,0,,
209879245,Shikamaru2,10084462,0,0,3264378.0,AL
210404892,sevos,10055431,0,0,2542067.0,VL
211482646,PaTRoN46F,10006607,0,0,,
210393787,You sure,9961892,0,0,,
211417305,Pertigo farm 1,9822730,0,0,,
210403821,AlbaA3,9761283,0,0,,
207321763,ᵒᶜ Хорн,9758150,0,0,,
210024132,Тимонка,9733220,0,0,,
210668750,kateehullox,9671979,0,0,696122.0,ML
210418727,Heman20,9639626,0,0,2181648.0,VL
209222447,Docs farm,9550555,0,0,,
211176571,sugeng farm 3,9511759,0,0,938340.0,ML
210093312,Daarfaag,9445524,0,0,,
209912174,ˢᴸ HầuTử,9429232,0,0,,
209920757,GRÃNMESTRE23,9419118,0,0,,
209430804,DextrixsF3,9415302,0,0,,
210025122,BDZILLF1,9372692,0,0,2264793.0,SLF
209965948,Kastomnik,9352038,0,0,1238123.0,ML
211177068,Sugeng farm 2,9321000,0,0,591515.0,ML
209982178,BL4CK NIGHT,9295290,0,0,,
214060974,BorLanD 2,9195916,0,0,,
210430873,Karaeng Antang,9152442,0,0,,
51117779,DreamerXFXF,9148369,0,0,,
210388093,Ferz 21,9115320,0,0,,
209874144,Bublikakik,9100843,0,0,,
209335110,Pepper81,9089991,0,0,,
210383940,Lord Timur Han,9068915,0,0,,
209416524,Adrian9925,9057919,0,0,435485.0,SLF
214066738,wGROZw,9018055,0,0,,
209988916,MarianGreat,9009272,0,0,,
211509473,turbo02,8988967,0,0,,
211708184,Perigo farm 2,8945166,0,0,,
209772040,ᴰᴷAnnie,8939975,0,0,1044971.0,ADRL
210814715,AqueminiFarm,8916638,0,0,3258007.0,AL
209960998,DailouSor,8899473,0,0,1762171.0,SLF
210401250,ᴸᵂ JUNIOR H,8886763,0,0,,
216528451,Lil Vivian,8836094,0,0,174701.0,LD
184848913,F5Ghost,8832291,0,0,2246057.0,VL
207573263,ᴿᵂLaChryma,8819635,0,0,4389463.0,RW
212908035,JoeLaTabz Farm,8749481,0,0,695564.0,SLF
210405794,ᴿᵂ M A X 22,8722949,0,0,1419444.0,RW
211922133,Kakahaha20,8699086,0,0,1571290.0,LW
209832191,ᴷᴸ 4naLog,8657901,0,0,,
210425551,j0ker73,8551550,0,0,,
210392643,wills64,8542610,0,0,,
209579191,ᴱᵂMr C farm,8540007,0,0,9256600.0,ADRL
216527101,Xatarê,8524361,0,0,140638.0,LD
216366817,SuButayFarm,8507855,0,0,,
211079529,xFACAxV2,8505785,0,0,2176838.0,SLF
210881875,Ombrela,8403539,0,0,,
211997110,methusalah,8343436,0,0,346831.0,SLF
210379325,cer19,8317241,0,0,,
210773811,24 X҉  Blue,8256613,0,0,,
210379374,Icarus124,8241772,0,0,,
211084801,DMAxxx,8239985,0,0,,
212381184,DextrixsF4,8231176,0,0,,
210410381,KONAK,8211893,0,0,,
210855445,Hossein021,8210082,0,0,,
213689921,IIlICHlChArltOI,8184946,0,0,,
209666051,ⱽᶠKlee No4,8176848,0,0,3204963.0,SLF
210582109,milfaaa,8138967,0,0,,
210387569,Tirado Rex11,8122325,0,0,,
209936156,MKCXL,8091056,0,0,513813.0,SLF
210313716,Camm farm,8086791,0,0,1423640.0,ADRL
209868891,jaguar2025,8026819,0,0,,
210126979,vtnsc3276,8016218,0,0,212617.0,SLF
210415867,IIlChlChArltOII,7999333,0,0,,
210411963,бей барс,7966253,0,0,,
210274675,TigerainF1,7950728,0,0,,
209996410,KirbyML2005,7905780,0,0,2184655.0,AL
210170046,One Eye Farm,7892514,0,0,,
209989066,ᴱᴾᶠRon 2f,7865833,0,0,2947732.0,RW
217726185,ᴿᵂArtзmis2,7817802,0,0,2068161.0,LD
210312556,visna10,7783642,0,0,452356.0,SLF
210221171,Zevs086,7712243,0,0,719178.0,SLF
213101683,24 X҉  Win,7704581,0,0,,
209260089,Rw Jin,7687516,0,0,2242395.0,RW
211060250,DMArussia,7672833,0,0,,
210330146,ジャᴀᴅɪʟᴀ,7669879,0,0,,
219159031,Pax F2,7655408,0,0,81160.0,LD
210125912,TugFam1,7628365,0,0,1051780.0,ML
208304369,ᴿᵂWhybe,7535155,0,0,5111962.0,AL
211331544,24X҉ GiangBlue,7511587,0,0,,
210377667,ᵃᵍᵗPanda,7506699,0,0,,
211332756,24X҉GiangBlue,7494528,0,0,,
211791607,lord ismail 2,7484751,0,0,,
210400914,Vanphercy,7484746,0,0,818822.0,VL
210444145,ᴶᶠTrSownVN,7455203,0,0,,
210448481,ᴷᴸ SETER,7445859,0,0,,
212071038,Perigo farm 3,7326759,0,0,,
208595648,LTai,7285743,0,0,,
210414165,Sergant0391,7253828,0,0,1523226.0,VL
220194864,ᴿᵂFredi000,7246116,0,0,466425.0,RW
210154720,cà chua ok fam,7207538,7136,17840,1666202.0,SLF
209831487,ᴰᴸYoussef,7116621,0,0,,
210427584,Figure 7,7105360,0,0,2181699.0,ML
210372536,Kakangtv1farm,7083347,0,0,,
210343428,XxxtheslayerxxX,7068221,0,0,1502963.0,LW
210387584,Pachecoxz,7051821,0,0,1741899.0,ML
209868766,Xoá nick,7042413,0,0,,
210376661,Statthalter210376661,7039108,0,0,,
202896756,LokomOtive,7004088,0,0,,
211706627,PINEAPPLES2,7004080,0,0,,
213323877,Bank of Ram,6966156,0,0,218732.0,LD
207660535,FangYuan F8,6956674,0,0,590980.0,LD
211606971,PaTRoN46f2,6953437,0,0,,
210782582,SÓICÔĐỘCX1,6942687,0,0,1450354.0,SLF
219356243,Farm For Izzy,6909765,0,0,4433958.0,ADRL
212291340,TH Trumilk,6891117,0,0,1500035.0,SLF
209848247,Madurai Malli,6889405,0,0,897522.0,SLF
216248272,HOTBEAST III,6878315,0,0,,
210381901,Kavlak55,6872868,0,0,,
210377181,Gubernur210377181,6825695,0,0,679988.0,VL
209989505,Thống đốc209989505,6813853,0,0,,
211042058,Evansss 02,6794119,0,0,,
214393105,24 X҉ HoangHuy,6789873,0,0,,
211093784,Ombrela 1,6759821,0,0,,
213365575,ⱽᶠKlee No3,6722370,0,0,1057251.0,SLF
211810638,Do2FARM,6706052,0,0,,
210416530,Vali210416530,6675288,0,0,,
210421487,Thống đốc210421487,6649109,0,0,,
213186916,ⱽᶠKlee No2,6617983,0,0,1277634.0,SLF
210381070,visna11,6616449,0,0,436592.0,SLF
210583696,TOMBYF,6598036,0,0,,
210101753,Hssshu,6597839,0,0,1651051.0,ML
210138627,Peacekepper4,6586594,0,0,,
210057709,Naberyaa,6503501,0,0,,
211606686,PaTRoNf1,6438927,0,0,,
210133935,Neymay farm,6416495,56600,141500,4380449.0,SLF
216336528,HOTBEAST FARM,6413702,0,0,,
208748734,Sír乄Mochiヅ,6398735,0,0,,
209870591,NightstarF,6389915,0,0,,
210582014,ᴸᵂ ANGELx,6382096,0,0,,
214485455,ᶠʳᵐFrenzy2,6335841,0,0,3925861.0,ML
210388654,Dokurwiator,6268251,0,0,,
207872767,ᴰˣZoro III,6245636,0,0,1398240.0,SLF
213607665,PaTRoN46farm3,6217781,0,0,,
209146092,ᴰᴷSpoks,6124604,0,0,,
208203407,ᴿᵂMaegun2,6093806,0,0,5320673.0,RW
221042004,demhkfarm1,6064328,0,0,126730.0,ADRL
210407699,CristianBars,6040055,0,0,,
210225179,omertugrul,6026465,0,0,,
210383106,MUJI JINSANG,6025793,0,0,1390764.0,ML
210171190,JUSTICE OF AXE,6011783,0,0,,
209897183,ᴸᴹ Hào,5972591,0,0,,
209902693,FishboyF1,5971915,0,0,152014.0,SLF
208408395,SLjinkwi99 op,5956598,0,0,,
219592082,Bánh Xèo,5954266,0,0,61992.0,LD
210730158,NapoleonB0nap4r,5940812,0,0,1105445.0,SLF
210567353,Famheiniken,5902441,0,0,,
210377046,kalomangsp,5826933,0,0,,
221638817,john doe 24,5737403,0,0,370200.0,ML
210030814,FishboyF3,5723463,0,0,242026.0,SLF
212954569,little rich,5706367,0,0,,
210428102,Hmoob Vaj,5705488,0,0,1164480.0,VL
210247658,Crisisis,5675756,0,0,6490.0,LD
198893080,Skezzdon,5611554,0,0,,
210400725,erika5949,5592217,0,0,,
209838630,疯将军,5582181,0,0,241512.0,ADRL
210819429,ᴋᴺ Dha,5579957,0,0,,
210782718,голо666,5572990,0,0,,
211389161,ᴋᴺ times,5568707,0,0,,
210383252,Alishaaa,5567347,0,0,1231673.0,VL
209905272,ᴬᴸSmoshi,5551906,0,0,,
219141910,Johnny Yosaku,5501836,0,0,1182650.0,RW
210392011,Yrys07,5461112,0,0,,
209468870,Bando kid farm,5441568,0,0,743838.0,AL
210223600,Iernissia210,5439668,0,0,,
210416994,olli41,5415676,0,0,,
210428614,giathuan bel,5342059,0,0,950284.0,VL
176135492,ᴶᶠ kuanysh3,5318409,0,0,,
209649241,ᴿᵂAzRa eLII,5293132,0,0,83196.0,SLF
210261370,OptimusK F1,5256017,0,0,,
210407688,Olek04,5222015,0,0,559865.0,ADRL
212736277,DoivFarm,5214595,0,0,961154.0,ADRL
208728148,ᴰˣZoro V,5209236,0,0,995213.0,SLF
216082785,24 X҉  Ktwin g,5208773,0,0,,
210396210,Z1ON,5189182,0,0,298569.0,LD
210416087,BigDawG2123,5088265,0,0,,
210594514,Kenfamm,5079119,0,0,,
211390351,ᴋᴺ Tâm,5019092,0,0,,
208705398,ᴰˣZoro IV,5003252,0,0,882318.0,SLF
210433071,Batru4a235,4988765,0,0,,
207180986,HIPER FLO,4987672,0,0,,
211654248,PacoPepe,4977559,0,0,1074688.0,RW
209533691,JoeLaTabzFarm 2,4956687,0,0,12912.0,SLF
211137959,DJIBRIL94,4865900,0,0,,
222357119,Ánh Lỏ,4862725,0,0,155761.0,VL
211689302,fds4458,4858929,0,0,0.0,SLF
209833861,ᴴᵀ IDZIGA,4857993,0,0,,
209765854,Tlwn8,4716324,0,0,338091.0,SLF
218152917,24 X҉Gamma,4692782,0,0,,
210386195,Ronaldo wc 2026,4671371,0,0,473742.0,VL
214496980,EJBau II,4670451,0,0,,
210374694,Deadpool  15,4660383,0,0,,
212490868,little jester,4593662,0,0,,
209964268,XxHONEYBADGERxX,4531369,0,0,139572.0,SLF
212251025,Eluins3,4519279,0,0,,
212485176,Rickfds,4499570,0,0,,
207660123,Fang Yuan F9,4462547,0,0,365265.0,LD
209907661,lexx1farm,4431305,0,0,,
217297081,ciftlik,4422736,0,0,,
210397774,szostek38,4415964,0,0,225611.0,ML
210851340,Alesinai12 jr,4408429,0,0,,
210160996,Dungori farm 3,4389171,0,0,36360.0,SLF
210317616,JimJam22,4382997,0,0,,
210383273,EF MoOoRa,4367688,0,0,,
218764205,microVito,4339629,0,0,,
187288053,1234567фыв,4327405,0,0,,
210380258,Правитель210380258,4275446,0,0,,
210387866,MERT2,4233261,0,0,,
215201355,Slim15 FARM,4210726,0,0,74216.0,ADRL
210748361,Çarşı32,4181500,0,0,895394.0,ML
214392068,Ange11,4176955,0,0,487942.0,ADRL
210386898,YouAreKiraRight,4174195,0,0,,
210167073,Hermanni123,4161079,0,0,101850.0,LW
221629682,zordine,4103830,0,0,,
209871667,KenSʜɪn2,4091763,0,0,,
210381416,Vainchaud,4023512,0,0,,
213810190,HannaPanter,3999685,0,0,506372.0,ADRL
210740097,SHEIK ARABE,3970737,0,0,17901.0,RW
210431221,Dyysyaa,3942954,0,0,1611643.0,VL
207142542,FangYuan F7,3938666,0,0,68744.0,LD
209911347,ᵛⁿNhà Sư,3921443,0,0,,
215251913,carmelo,3863457,0,0,86984.0,ML
210662810,Kenfam,3816209,0,0,,
210387179,Vn mai dinh siu,3811227,0,0,897787.0,VL
208911678,vn hồng fram,3795792,0,0,,
210374752,Phi1Finger,3770979,0,0,,
212874763,KirbyML Alt,3758249,0,0,,
211757547,ÖMillaÖ,3744251,0,0,,
209907548,ˢᴸへMr Smith,3723008,0,0,,
221101031,Governor221101031,3721492,0,0,,
210414626,Dr Diablo,3689928,0,0,,
221093605,Governor221093605,3688465,0,0,0.0,LD
221070743,Zoda farm,3667952,0,0,17388.0,ADRL
210391689,Viet Nam Top 1,3658401,0,0,,
209921685,ʳʷjoja,3655937,0,0,,
210397072,ˢᴸBoGiaoDuc,3643524,0,0,,
221096978,Governor221096978,3634619,0,0,0.0,ML
213816521,Damion,3607910,0,0,241629.0,ML
208908800,NG Minh Giàu,3602997,0,0,,
210866993,Lee2100,3598592,0,0,,
210484201,Levi AckerChí,3587571,0,0,,
210584276,HTC,3560948,0,0,1207649.0,ADRL
207830345,⻓モサ中入丩1,3541765,0,0,624507.0,ML
211995142,xAggressive,3540515,0,0,,
209907343,irish7,3522816,0,0,,
211708875,Kayt8,3521307,0,0,,
209631026,ビンセント,3516908,0,0,,
210042742,supportF2,3510231,0,0,,
215476278,Fisaro 2,3494445,0,0,,
210052958,Bloodᵐᵃʳʸ,3489472,0,0,8078.0,LD
209984545,VᴺPeeTrinh,3450796,0,0,,
208825023,IrishkaBABY,3431405,0,0,798573.0,SLF
